"Segment","Country","Product","Discount Band","Units Sold","Manufacturing Price","Sale Price","Gross Sales","Discounts","Net Sales","COGS","Profit","Segment_Processed","Country_Processed","Product_Processed","Discount Band_Processed","Units Sold_Processed","Manufacturing Price_Processed","Sale Price_Processed","Gross Sales_Processed","Discounts_Processed","Net Sales_Processed","COGS_Processed","Profit_Processed","Country_Cleaned","Segment_Cleaned","Product_Cleaned","Discount Band_Cleaned","Year","Month Number","Mounth Name","Discount_Percentage","Gross_Margin","Unit_Profit","NetSales_Check","Profit_Check","Data_Quality_Flag"
"Government","Mexico","Montana","High",1727,5,7,12089,1692.46,10396.54,8635,1761.54,"government","mexico","montana","high",1727,5,7,12089,1692.46,10396.54,8635,1761.54,"mexico","government","montana","high",2013,10,"October",0.14,0.16943521594684383,1.02,10396.54,1761.5400000000009,"Profit_Error"
"Midmarket","Canada","Paseo","High",1743,10,15,26145,3660.3,22484.7,17430,5054.7,"midmarket","canada","paseo","high",1743,10,15,26145,3660.3,22484.7,17430,5054.7,"canada","midmarket","paseo","high",2013,10,"October",0.14,0.22480620155038758,2.9,22484.7,5054.700000000001,"Profit_Error"
"Government","France","Paseo","High",1731,10,7,12117,1696.38,10420.62,8655,1765.62,"government","france","paseo","high",1731,10,7,12117,1696.38,10420.62,8655,1765.62,"france","government","paseo","high",2014,10,"October",0.14,0.16943521594684383,1.02,10420.619999999999,1765.6200000000008,"NetSales_Error"
"Government","United States of America","Velo","High",606,120,20,12120,1696.8,10423.2,6060,4363.2,"government","united states of america","velo","high",606,120,20,12120,1696.8,10423.2,6060,4363.2,"united states of america","government","velo","high",2014,4,"April",0.13999999999999999,0.41860465116279066,7.199999999999999,10423.2,4363.200000000001,"Profit_Error"
"Government","Mexico","VTT","High",2903,250,7,20321,2844.94,17476.06,14515,2961.06,"government","mexico","vtt","high",2903,250,7,20321,2844.94,17476.06,14515,2961.06,"mexico","government","vtt","high",2014,3,"March",0.14,0.16943521594684383,1.02,17476.06,2961.0600000000013,"Profit_Error"
"Enterprise","United States of America","Amarilla","High",2844,260,125,355500,49770,305730,341280,-35550,"enterprise","united states of america","amarilla","high",2844,260,125,355500,49770,305730,341280,-35550,"united states of america","enterprise","amarilla","high",2014,5,"May",0.14,-0.11627906976744186,-12.5,305730,-35550,"Price_Error"
"Channel Partners","France","Amarilla","High",2475,260,12,29700,4158,25542,7425,18117,"channel partners","france","amarilla","high",2475,260,12,29700,4158,25542,7425,18117,"france","channel partners","amarilla","high",2014,8,"August",0.14,0.7093023255813954,7.32,25542,18117,"Price_Error"
"Midmarket","Canada","Amarilla","High",1743,260,15,26145,3660.3,22484.7,17430,5054.7,"midmarket","canada","amarilla","high",1743,260,15,26145,3660.3,22484.7,17430,5054.7,"canada","midmarket","amarilla","high",2013,10,"October",0.14,0.22480620155038758,2.9,22484.7,5054.700000000001,"Profit_Error"
"Channel Partners","United States of America","Amarilla","High",2914,260,12,34968,4895.52,30072.48,8742,21330.48,"channel partners","united states of america","amarilla","high",2914,260,12,34968,4895.52,30072.48,8742,21330.48,"united states of america","channel partners","amarilla","high",2014,10,"October",0.14,0.7093023255813954,7.32,30072.48,21330.48,"Price_Error"
"Government","France","Amarilla","High",1731,260,7,12117,1696.38,10420.62,8655,1765.62,"government","france","amarilla","high",1731,260,7,12117,1696.38,10420.62,8655,1765.62,"france","government","amarilla","high",2014,10,"October",0.14,0.16943521594684383,1.02,10420.619999999999,1765.6200000000008,"NetSales_Error"
"Government","Mexico","Amarilla","High",1727,260,7,12089,1692.46,10396.54,8635,1761.54,"government","mexico","amarilla","high",1727,260,7,12089,1692.46,10396.54,8635,1761.54,"mexico","government","amarilla","high",2013,10,"October",0.14,0.16943521594684383,1.02,10396.54,1761.5400000000009,"Profit_Error"
"Midmarket","Mexico","Amarilla","High",1870,260,15,28050,3927,24123,18700,5423,"midmarket","mexico","amarilla","high",1870,260,15,28050,3927,24123,18700,5423,"mexico","midmarket","amarilla","high",2013,11,"November",0.14,0.2248062015503876,2.9,24123,5423,"Price_Error"
"Government","Mexico","Paseo","High",2535,10,7,17745,2661.75,15083.25,12675,2408.25,"government","mexico","paseo","high",2535,10,7,17745,2661.75,15083.25,12675,2408.25,"mexico","government","paseo","high",2014,4,"April",0.15,0.15966386554621848,0.95,15083.25,2408.25,"Price_Error"
"Channel Partners","United States of America","Paseo","High",914,10,12,10968,1645.2,9322.8,2742,6580.8,"channel partners","united states of america","paseo","high",914,10,12,10968,1645.2,9322.8,2742,6580.8,"united states of america","channel partners","paseo","high",2014,12,"December",0.15,0.7058823529411765,7.2,9322.8,6580.799999999999,"Profit_Error"
"Channel Partners","Mexico","Velo","High",500,120,12,6000,900,5100,1500,3600,"channel partners","mexico","velo","high",500,120,12,6000,900,5100,1500,3600,"mexico","channel partners","velo","high",2014,3,"March",0.15,0.7058823529411765,7.2,5100,3600,"Price_Error"
"Midmarket","France","Velo","High",2826,120,15,42390,6358.5,36031.5,28260,7771.5,"midmarket","france","velo","high",2826,120,15,42390,6358.5,36031.5,28260,7771.5,"france","midmarket","velo","high",2014,5,"May",0.15,0.21568627450980393,2.75,36031.5,7771.5,"Price_Error"
"Channel Partners","United States of America","Velo","High",914,120,12,10968,1645.2,9322.8,2742,6580.8,"channel partners","united states of america","velo","high",914,120,12,10968,1645.2,9322.8,2742,6580.8,"united states of america","channel partners","velo","high",2014,12,"December",0.15,0.7058823529411765,7.2,9322.8,6580.799999999999,"Profit_Error"
"Government","Canada","VTT","High",865.5,250,20,17310,2596.5,14713.5,8655,6058.5,"government","canada","vtt","high",865.5,250,20,17310,2596.5,14713.5,8655,6058.5,"canada","government","vtt","high",2014,7,"July",0.15,0.4117647058823529,7,14713.5,6058.5,"Price_Error"
"Midmarket","Germany","VTT","High",492,250,15,7380,1107,6273,4920,1353,"midmarket","germany","vtt","high",492,250,15,7380,1107,6273,4920,1353,"germany","midmarket","vtt","high",2014,7,"July",0.15,0.21568627450980393,2.75,6273,1353,"Price_Error"
"Government","United States of America","VTT","High",267,250,20,5340,801,4539,2670,1869,"government","united states of america","vtt","high",267,250,20,5340,801,4539,2670,1869,"united states of america","government","vtt","high",2013,10,"October",0.15,0.4117647058823529,7,4539,1869,"Price_Error"
"Midmarket","Germany","VTT","High",1175,250,15,17625,2643.75,14981.25,11750,3231.25,"midmarket","germany","vtt","high",1175,250,15,17625,2643.75,14981.25,11750,3231.25,"germany","midmarket","vtt","high",2014,10,"October",0.15,0.21568627450980393,2.75,14981.25,3231.25,"Price_Error"
"Enterprise","Canada","VTT","High",2954,250,125,369250,55387.5,313862.5,354480,-40617.5,"enterprise","canada","vtt","high",2954,250,125,369250,55387.5,313862.5,354480,-40617.5,"canada","enterprise","vtt","high",2013,11,"November",0.15,-0.12941176470588237,-13.75,313862.5,-40617.5,"Price_Error"
"Enterprise","Germany","VTT","High",552,250,125,69000,10350,58650,66240,-7590,"enterprise","germany","vtt","high",552,250,125,69000,10350,58650,66240,-7590,"germany","enterprise","vtt","high",2014,11,"November",0.15,-0.12941176470588237,-13.75,58650,-7590,"Price_Error"
"Government","France","VTT","High",293,250,20,5860,879,4981,2930,2051,"government","france","vtt","high",293,250,20,5860,879,4981,2930,2051,"france","government","vtt","high",2014,12,"December",0.15,0.4117647058823529,7,4981,2051,"Price_Error"
"Government","Mexico","Montana","High",1368,5,7,9576,1436.4,8139.6,6840,1299.6,"government","mexico","montana","high",1368,5,7,9576,1436.4,8139.6,6840,1299.6,"mexico","government","montana","high",2014,2,"February",0.15000000000000002,0.15966386554621848,0.95,8139.6,1299.6000000000004,"Profit_Error"
"Government","Canada","Paseo","High",723,10,7,5061,759.15,4301.85,3615,686.85,"government","canada","paseo","high",723,10,7,5061,759.15,4301.85,3615,686.85,"canada","government","paseo","high",2014,4,"April",0.15,0.15966386554621848,0.9500000000000001,4301.85,686.8500000000004,"Profit_Error"
"Channel Partners","United States of America","VTT","High",1806,250,12,21672,3250.8,18421.2,5418,13003.2,"channel partners","united states of america","vtt","high",1806,250,12,21672,3250.8,18421.2,5418,13003.2,"united states of america","channel partners","vtt","high",2014,5,"May",0.15000000000000002,0.7058823529411765,7.2,18421.2,13003.2,"Price_Error"
